carat,cut,color,clarity,depth,table,price,x,y,z
0.52,Premium,,VS2,,59.0,1576.0,5.14,5.16,3.17
0.52,Good,E,VS2,63.4,57.0,1576.0,5.12,5.16,
,Ideal,E,VS2,61.5,56.0,1576.0,5.18,,
0.51,Very Good,,VVS2,62.2,61.0,1577.0,5.06,5.1,
0.51,,E,,63.6,59.0,1577.0,4.99,5.07,3.2
,Premium,E,VS1,58.1,62.0,,5.2,5.13,3.0
0.53,,G,VS2,61.8,55.0,,5.19,,3.21
0.53,Ideal,G,,,56.0,1577.0,5.19,5.22,3.19
0.53,Ideal,H,,61.6,57.0,1577.0,,5.24,
0.51,Ideal,G,VS1,62.5,57.0,1577.0,5.08,5.1,
,,G,VS2,62.0,55.0,1577.0,5.19,5.13,3.2
0.52,Premium,H,VS1,61.4,57.0,1577.0,5.27,,3.2
,Very Good,G,VS2,,58.0,1577.0,5.12,5.1,3.23
0.52,,H,VS1,62.4,,1577.0,5.19,5.17,
0.52,Premium,H,,59.2,60.0,,5.27,5.23,3.11
,Very Good,,VVS1,,,1577.0,,,
0.52,Premium,G,,62.1,58.0,1577.0,5.18,5.15,
0.52,Premium,,,62.4,56.0,1577.0,5.19,,3.23
0.52,Premium,,VS2,62.0,58.0,1577.0,5.2,,3.21
0.52,Premium,G,VS2,61.0,60.0,1577.0,5.19,,3.15
,Premium,,VS2,61.7,,1577.0,5.16,5.14,3.18
,Ideal,G,,62.2,55.0,1577.0,,5.14,3.21
0.52,Ideal,E,,61.6,55.0,1577.0,5.19,5.16,3.19
,Premium,E,,,61.0,1577.0,5.2,5.17,3.1
0.52,Premium,E,,62.3,,1577.0,,,
,Premium,E,,,60.0,,5.44,5.39,3.41
0.5,Fair,F,VS1,65.0,55.0,1577.0,5.01,4.96,3.24
0.53,Very Good,F,,63.2,,1578.0,5.13,,
0.56,Very Good,D,,63.9,56.0,,5.2,,3.34
0.56,,D,SI1,62.5,58.0,1578.0,,5.27,3.28
0.56,Ideal,D,,62.3,57.0,1578.0,,5.26,3.27
0.53,Premium,E,,61.4,,1579.0,,5.19,3.2
,,G,SI1,,54.0,1579.0,5.48,5.5,
0.62,Premium,,SI2,61.1,59.0,1579.0,5.53,5.5,3.37
0.62,Premium,E,,61.1,59.0,,,5.46,3.35
,,J,,60.9,,1579.0,5.84,5.78,3.54
0.33,Premium,H,SI2,61.2,57.0,520.0,,,2.73
0.3,Premium,D,SI1,62.5,59.0,,4.26,4.22,
0.36,,,SI1,62.7,57.0,520.0,,4.56,
0.34,Very Good,,VS2,60.0,58.0,,4.52,4.56,2.72
0.33,Very Good,G,SI1,61.2,56.0,521.0,,,2.72
,Very Good,G,SI1,63.4,57.0,521.0,4.4,4.45,
0.32,Ideal,J,IF,61.0,,521.0,4.42,4.46,2.71
0.31,Good,H,SI1,64.0,54.0,521.0,,4.29,2.75
0.31,Premium,I,VS2,59.3,59.0,521.0,4.42,,2.61
0.33,Very Good,,VS2,62.0,,521.0,4.4,4.44,2.74
0.33,Premium,H,,61.7,59.0,521.0,4.39,4.42,2.72
,Ideal,I,VS1,61.6,57.0,521.0,4.41,4.46,
0.33,Ideal,H,,,57.0,521.0,4.46,,2.72
,,I,,61.1,59.0,521.0,4.44,,2.72
0.33,Good,I,VS1,63.2,,,4.37,4.4,
,Premium,,VS2,62.4,,521.0,,4.42,2.75
,,H,VS2,62.8,59.0,521.0,,4.44,
0.33,,H,VS2,60.7,57.0,521.0,4.45,4.48,2.71
0.3,,D,,63.6,54.0,521.0,4.26,4.32,2.73
0.33,Premium,I,VS1,59.5,60.0,521.0,,4.54,2.69
0.33,Ideal,H,VS2,,,521.0,4.45,4.47,
,Premium,I,,62.7,,521.0,4.4,4.43,2.77
,Good,,,63.1,56.0,521.0,4.38,4.4,2.77
0.33,Premium,I,VS1,,,,4.42,4.45,
0.33,Premium,H,VS2,61.3,,521.0,4.44,4.47,
0.33,Premium,H,VS2,,58.0,521.0,4.38,4.41,2.74
0.33,Very Good,H,VS2,61.4,58.0,521.0,4.44,4.49,2.74
,Very Good,H,,62.2,57.0,521.0,4.42,4.46,2.76
0.24,Very Good,D,VVS2,,62.0,521.0,4.04,4.06,
,,E,VVS1,,61.0,521.0,4.03,,2.44
,Premium,J,SI1,60.4,61.0,1579.0,,,3.53
,,D,VS2,,,,,5.08,3.23
0.5,Very Good,,,63.2,59.0,1580.0,,5.07,3.19
0.56,Very Good,G,VS2,62.5,57.0,,,5.28,3.29
0.56,Very Good,H,VS1,62.8,56.0,1580.0,5.23,5.28,
0.55,Ideal,F,VS2,61.2,,1580.0,,,3.24
0.56,Ideal,G,VS2,,57.0,1580.0,5.32,5.34,3.25
,Ideal,,,62.7,57.0,1580.0,5.23,,
0.56,Ideal,E,,61.7,56.0,,5.3,5.33,3.28
,Ideal,G,,61.7,56.0,,5.3,5.34,
0.56,Ideal,G,,61.9,55.0,1580.0,,5.32,
0.56,Ideal,G,,61.2,56.0,1580.0,5.29,5.33,3.25
0.56,Ideal,I,VVS1,62.0,57.0,1580.0,5.29,5.33,3.29
0.56,Ideal,G,,62.1,,1580.0,5.29,,3.29
,Very Good,G,,,58.0,1580.0,5.34,5.36,3.26
,,F,VS2,62.7,55.0,1580.0,,5.26,
0.55,Very Good,,,,56.0,1580.0,,5.28,3.24
,,G,,62.0,56.0,1580.0,5.28,5.3,3.28
0.56,Very Good,I,VVS1,,,1580.0,5.24,,
,,,,62.3,56.0,1580.0,,5.3,3.29
0.7,,,SI2,62.5,,1580.0,5.64,,3.55
0.55,,F,VS2,62.2,,1580.0,,,3.26
0.56,Ideal,E,SI1,60.9,56.0,1580.0,5.32,5.35,3.25
0.55,Premium,,SI1,,59.0,1580.0,5.22,5.25,3.28
0.56,,,VS2,60.6,57.0,1580.0,5.33,5.36,3.24
,Ideal,I,VVS1,62.0,,1580.0,,,3.27
0.58,Ideal,I,VVS1,,,1580.0,,5.4,3.36
,,G,,62.0,54.0,1580.0,5.22,,
0.51,Ideal,F,SI1,61.5,55.0,1580.0,5.13,5.18,
0.51,Ideal,F,,61.1,57.0,1580.0,5.14,,3.15
0.58,Ideal,E,SI1,62.2,58.0,1580.0,5.3,5.38,3.32
,,F,IF,61.5,56.0,,4.89,4.86,
0.43,Ideal,F,IF,62.0,56.0,1580.0,4.87,4.84,
0.43,Ideal,F,,60.9,57.0,1580.0,,4.86,2.97
0.4,,E,IF,61.3,58.0,,4.77,4.73,
0.6,Ideal,,SI1,,,1580.0,5.49,5.44,
0.52,Very Good,F,VS2,60.4,56.0,1581.0,,5.29,
,Very Good,,VS1,,,,5.19,,3.2
,,,VVS2,61.8,57.0,,5.16,,3.2
0.5,,,VS2,60.7,59.0,,,5.13,3.11
0.5,,E,VS2,60.5,60.0,1581.0,5.09,5.13,
0.5,Ideal,F,,62.0,56.0,,5.07,,3.15
0.67,Good,J,VS1,,55.6,1581.0,5.54,5.57,
,Ideal,H,VS1,62.5,58.0,1582.0,,5.17,3.22
0.41,Premium,D,,,58.0,1582.0,4.78,,2.93
0.41,Ideal,D,VVS1,62.3,55.0,1582.0,4.78,4.75,2.97
,Premium,D,VVS1,62.3,53.0,1582.0,4.78,4.75,2.97
,Ideal,,VVS1,62.2,56.0,1582.0,4.8,4.78,2.98
,Ideal,D,VVS1,60.6,57.0,1582.0,,4.79,2.91
0.41,Ideal,D,VVS1,62.3,57.0,1582.0,4.77,4.73,2.96
0.54,Very Good,,VS2,61.1,59.0,,5.25,5.29,3.22
,,E,VS1,58.1,,,5.28,,3.08
0.5,Premium,E,,61.0,59.0,,,5.07,3.11
0.51,Ideal,F,VS2,60.6,57.0,1583.0,,5.2,
,Ideal,F,IF,60.9,57.0,1583.0,,4.84,2.94
0.5,Premium,G,VS1,,60.0,1583.0,5.13,5.08,
0.5,Very Good,E,VS2,63.4,58.0,1583.0,,5.05,3.21
,Premium,E,VS2,63.0,58.0,1583.0,5.07,,
0.5,Premium,G,VS1,60.9,,1583.0,,5.11,
0.5,Very Good,E,VS2,62.9,56.0,1584.0,,5.11,3.2
0.43,Premium,D,,59.6,58.0,1584.0,,4.94,2.93
0.43,Ideal,D,VVS1,,56.0,1584.0,,4.82,3.0
0.66,,,,,56.0,,,,3.48
0.55,Ideal,H,,,,,5.28,5.31,3.25
,,H,,60.8,56.0,1584.0,5.3,5.33,3.23
0.53,,D,VS2,61.4,,1585.0,5.21,5.24,3.21
,,,,62.2,57.0,1585.0,,5.25,3.28
,,G,VS2,61.0,,,,5.2,3.16
0.51,,E,SI1,,,1585.0,,5.19,3.15
0.53,Ideal,E,SI1,61.9,55.0,,5.2,5.24,3.23
,,,VS1,,58.0,1585.0,5.4,5.35,3.23
0.46,Ideal,E,VVS1,62.6,,1586.0,4.89,4.98,3.09
0.52,Ideal,G,VS2,61.2,56.0,1586.0,5.16,5.2,3.17
0.52,Ideal,G,,61.9,,1586.0,,5.19,3.2
0.54,,,SI1,62.3,55.0,1586.0,5.22,5.27,3.27
0.52,Ideal,,SI1,,55.0,1586.0,5.19,5.23,3.18
0.58,Premium,F,VS2,62.2,55.0,1586.0,5.4,,
,Very Good,,SI1,58.5,65.0,1587.0,5.33,5.38,3.13
0.53,Ideal,D,,61.2,57.0,1587.0,,5.24,3.19
,,H,VVS2,62.3,57.0,1588.0,5.02,5.05,3.14
0.51,Very Good,G,,,56.0,1588.0,5.17,5.19,3.16
,Ideal,F,,62.5,57.0,1588.0,,5.17,3.22
0.75,Premium,J,SI2,,56.0,,5.76,,3.61
0.55,Ideal,,VS2,62.2,,1588.0,5.27,,
0.55,,,,61.9,,1588.0,5.25,,3.26
0.5,Premium,,SI1,63.0,60.0,,5.06,,
0.61,,F,SI2,61.9,57.0,1588.0,5.45,5.41,
,,H,,61.2,58.0,1588.0,5.45,5.43,3.33
0.72,Premium,G,SI2,60.6,61.0,,5.83,5.75,
,,E,VS2,58.1,,1589.0,5.38,5.46,
,,,,64.0,56.0,1589.0,5.02,5.04,3.22
0.64,Ideal,I,VS1,60.8,54.0,,,,
0.61,Very Good,,,63.3,57.5,1590.0,5.38,5.4,3.41
0.56,,,VS2,,,1590.0,,,3.33
0.48,Ideal,,VVS2,62.5,56.0,1590.0,,,
0.54,,,,61.8,,1590.0,5.23,5.26,3.24
,Good,G,VS1,63.4,57.0,1590.0,5.04,5.08,
0.51,,E,VS2,62.5,60.0,1590.0,5.08,5.1,
0.51,,E,VS2,61.7,53.0,1590.0,,5.2,3.2
0.51,Very Good,,,63.0,59.0,1590.0,,,3.19
0.59,Premium,D,SI2,62.6,,1590.0,5.33,5.27,3.32
0.57,Premium,E,,62.2,55.0,1590.0,5.36,,3.32
0.59,Premium,,VS2,60.2,60.0,1590.0,5.45,5.42,3.27
0.52,Very Good,,VS2,61.1,56.0,1591.0,5.21,,
0.61,,H,VS2,62.0,,1591.0,5.47,5.49,
0.61,Ideal,H,,62.5,54.0,1591.0,5.43,5.45,3.4
0.51,Ideal,F,,61.9,55.0,,,5.15,3.18
0.51,Ideal,F,VS2,61.0,55.0,1591.0,5.17,5.21,3.17
0.52,Ideal,F,VS2,61.7,,1591.0,5.16,5.18,
0.55,Ideal,G,VS1,,56.0,,5.29,5.35,3.24
,Ideal,E,VS1,62.7,57.0,1591.0,,5.03,
0.56,Ideal,G,SI1,62.3,53.0,1591.0,5.31,5.28,3.3
0.51,Premium,,VS1,,58.0,1591.0,5.2,,3.16
0.53,Good,G,VS1,63.8,,1591.0,5.17,5.11,3.28
0.53,Very Good,F,VS2,62.7,57.0,,5.1,,3.21
0.5,Very Good,G,VS1,61.3,58.0,1592.0,,,3.1
0.5,,G,,62.9,55.0,1592.0,5.06,5.09,3.19
0.57,Very Good,J,IF,59.8,59.0,1592.0,5.39,5.41,3.23
,Very Good,D,,63.1,56.0,1593.0,5.19,,3.28
,Very Good,D,SI1,60.0,59.8,1593.0,5.3,5.34,3.18
0.55,Ideal,,VVS1,,56.0,1593.0,5.24,5.29,3.25
0.55,Premium,I,,61.3,59.0,1593.0,5.27,5.3,3.24
0.55,Ideal,I,,62.7,57.0,,5.17,5.23,3.26
0.52,Ideal,,VS2,61.5,55.0,1593.0,5.18,5.22,3.2
0.52,Ideal,,VS2,60.3,,1593.0,5.21,,
0.5,Premium,D,SI1,62.8,57.0,1593.0,5.08,5.05,
0.51,Ideal,F,SI1,61.1,55.0,1593.0,5.22,5.16,3.17
0.5,,E,SI1,59.9,58.0,,5.18,,3.1
0.51,Premium,E,SI1,61.5,58.0,1593.0,5.14,5.11,3.15
,Good,F,,,,,,5.34,3.11
,Ideal,E,,61.5,56.0,1594.0,5.31,5.26,3.25
0.59,,F,SI1,61.4,58.0,1595.0,,5.45,3.33
,,D,SI1,62.6,55.0,1595.0,,5.23,
,Premium,D,SI1,,60.0,,5.18,,3.24
,,G,VS2,,,1595.0,5.19,5.21,3.16
0.51,Ideal,F,VS2,,,1595.0,5.11,,3.18
0.51,Ideal,,VS1,,55.7,1595.0,5.15,,3.16
0.56,Premium,,SI1,,60.0,1595.0,5.38,5.33,3.22
,,F,SI1,61.7,59.0,1595.0,,5.48,3.39
0.55,Ideal,E,,62.0,55.0,1596.0,5.24,,3.26
0.55,Ideal,E,VS2,,57.0,,5.28,,3.19
0.5,,,VVS1,63.3,,1596.0,,,3.19
,Ideal,E,VS2,59.8,57.0,1596.0,,5.34,3.18
0.6,Very Good,H,VS2,64.2,57.0,1597.0,5.27,5.32,3.4
,,D,,,,,5.14,5.18,
0.51,Ideal,D,VS2,61.9,,1597.0,5.15,5.19,3.2
0.51,Very Good,,VS2,62.9,56.0,1597.0,5.07,5.1,3.2
0.58,Ideal,D,SI1,,,1597.0,5.36,5.39,
0.7,,F,SI2,61.6,60.0,1597.0,,5.68,3.53
0.5,Very Good,H,VS1,61.6,57.0,1598.0,5.11,,3.15
,Very Good,H,,61.0,,1598.0,5.1,5.13,3.12
0.55,Ideal,F,SI1,,,1598.0,5.26,5.3,3.25
0.53,,G,VS2,60.9,57.0,,,5.26,
0.52,Ideal,,,,56.0,,5.14,5.2,3.21
0.55,Very Good,F,VS2,62.5,62.0,1599.0,5.2,,
0.51,Very Good,,,,,1599.0,5.05,5.09,
,Very Good,G,VS1,62.7,58.0,1599.0,5.05,5.09,3.18
,Ideal,G,,61.4,54.0,1599.0,5.15,,3.17
0.51,Ideal,G,VS1,62.2,55.0,1599.0,5.13,,3.2
0.51,,,VS1,61.6,,1599.0,,,3.19
0.6,Good,F,SI1,57.1,61.0,1599.0,,5.57,
0.6,Very Good,,SI1,63.2,57.0,1599.0,5.39,5.33,
0.9,Premium,H,I1,58.8,62.0,1599.0,6.32,6.26,3.7
,,F,VS1,61.6,59.0,1600.0,5.26,,
0.52,Ideal,D,SI1,62.4,56.0,,5.12,,3.21
,,D,,61.8,57.0,,5.14,5.19,3.19
,Ideal,,,62.5,54.0,,5.14,5.17,3.22
,,,SI1,62.7,56.0,1600.0,5.14,5.17,3.23
,Ideal,D,,60.0,56.0,1600.0,5.19,5.24,
0.52,Ideal,D,,62.2,57.0,1600.0,,5.16,3.2
,Very Good,F,VS2,60.7,59.0,1600.0,5.14,5.18,
0.52,,D,SI1,62.4,57.0,1600.0,5.14,5.18,
0.54,,E,SI1,61.5,56.0,1600.0,5.22,5.26,3.23
0.52,Premium,D,SI1,,58.0,,5.16,5.19,3.18
0.52,Ideal,D,SI1,61.5,55.0,,5.19,5.22,3.2
0.52,Premium,F,VS2,62.1,59.0,1600.0,,,3.19
0.52,Ideal,D,SI1,60.9,57.0,1600.0,5.17,5.21,3.16
,Premium,H,VS1,,59.0,1600.0,5.19,5.22,3.26
0.52,Premium,F,,62.2,58.0,1600.0,5.12,,3.2
0.58,,H,,62.4,58.0,1600.0,5.3,5.34,
0.51,,F,VS2,62.0,58.0,1601.0,,,3.16
0.51,Very Good,F,VS2,60.6,,,5.18,5.22,3.15
0.53,Very Good,D,VS2,63.2,56.0,1601.0,5.1,5.15,3.24
,Very Good,,VS2,59.2,59.0,1601.0,5.23,,3.11
0.52,,E,VS1,,54.0,,5.08,5.11,
0.5,,E,,61.3,56.2,,5.12,5.14,3.15
,Ideal,G,,62.2,54.1,1601.0,5.07,5.12,
0.6,Ideal,E,SI1,61.4,57.0,1601.0,5.52,5.46,
0.53,Ideal,H,,61.2,56.0,,5.23,,3.21
,,,VS1,61.4,58.0,1601.0,5.07,5.12,
0.54,Good,E,SI1,59.9,,,,5.3,3.16
0.5,Very Good,D,VS2,63.3,58.0,1602.0,5.03,5.05,3.19
0.51,Fair,,VS2,56.3,61.0,1602.0,5.34,,2.99
0.51,Premium,D,SI1,62.0,,1602.0,5.15,,3.18
0.5,Very Good,G,VS1,61.9,59.0,1603.0,5.06,5.08,3.14
0.5,Ideal,E,VS1,62.2,57.0,1603.0,5.1,5.13,
0.7,Very Good,I,,60.9,59.0,1603.0,5.7,5.76,3.49
,Ideal,E,VS1,62.3,55.0,1603.0,5.09,,3.18
,Very Good,E,VS1,63.9,55.0,1604.0,4.98,,3.2
0.51,,F,VS1,61.4,60.0,,,5.13,3.13
0.55,Ideal,G,,,56.8,1604.0,5.28,5.31,3.24
0.53,Ideal,H,VS2,61.7,54.0,1604.0,,,
0.56,Premium,,SI1,,60.0,1605.0,5.28,5.25,3.21
0.56,Very Good,G,VS2,62.6,58.0,1605.0,5.22,5.32,3.31
0.5,,E,,60.9,58.0,1605.0,5.14,,3.14
,Very Good,,VS2,,54.8,1605.0,5.34,5.37,
0.56,,I,VVS1,60.8,57.0,1605.0,5.31,5.34,3.24
,Ideal,G,VS2,,,1605.0,5.21,5.24,3.23
0.54,Ideal,G,,,,1605.0,5.25,5.26,3.22
0.51,Ideal,E,VS2,61.5,58.0,,5.12,,3.16
,Ideal,G,,,57.0,1605.0,5.23,5.27,3.25
0.55,Ideal,G,SI1,61.3,,1605.0,5.26,5.31,
,Ideal,G,SI1,61.7,55.0,1605.0,5.25,,
0.58,Good,,VS2,58.4,59.0,1605.0,5.4,5.46,3.17
,Premium,F,,62.5,58.0,1605.0,5.17,5.13,3.22
0.52,Premium,F,VS2,61.4,62.0,,,5.16,3.18
0.52,Good,,,63.6,,1605.0,5.12,5.07,3.24
0.52,,F,VS2,,56.0,1605.0,5.16,5.1,3.23
0.52,,F,,61.8,59.0,1605.0,5.15,,3.17
,Ideal,,SI1,61.8,,1605.0,5.18,5.15,
0.52,,,SI1,62.7,58.0,1605.0,5.2,5.16,3.25
,Premium,D,SI1,,61.0,1605.0,5.15,5.13,3.13
0.52,Good,D,SI1,63.9,,1605.0,5.12,5.08,3.26
0.52,,D,SI1,63.7,55.0,1605.0,5.12,,
0.52,,D,SI1,,56.0,,5.16,5.11,3.23
0.52,,D,,,,1605.0,5.14,5.12,3.23
0.52,Very Good,,SI1,63.3,58.0,1605.0,5.15,5.12,3.25
,,H,,61.7,63.0,,,5.16,3.22
,Premium,E,SI1,61.6,58.0,,5.17,5.12,
0.57,Premium,J,VS1,,58.0,1606.0,5.34,5.3,
0.57,Premium,J,VS1,60.6,59.0,1606.0,,,
0.5,,,,63.3,57.0,1606.0,5.1,5.07,3.22
,Very Good,F,VS2,62.4,57.0,1607.0,5.12,5.13,
0.53,Very Good,F,VS1,,57.0,1607.0,5.21,5.25,3.17
0.53,,E,,,57.0,1607.0,5.16,,3.23
0.53,,G,VS1,61.7,55.0,1607.0,5.18,5.22,
0.53,Very Good,G,,61.9,57.0,,5.19,5.22,3.22
0.53,Good,E,,,55.0,1607.0,,5.15,3.27
,Very Good,E,VS2,58.3,62.0,,5.26,5.31,
0.53,Very Good,G,,63.0,58.0,1607.0,,5.17,
0.53,Ideal,E,,62.0,55.0,1607.0,,5.21,3.22
0.53,Ideal,E,VS2,,57.0,1607.0,5.23,5.26,
0.53,,,VS1,61.6,,1607.0,,,3.22
,,G,VS1,63.4,56.0,1607.0,5.1,5.15,
,Very Good,,VS2,61.4,55.0,,,5.24,3.21
,,E,VS2,64.0,55.0,1607.0,5.11,5.14,3.28
0.53,Ideal,,VS2,60.9,59.0,1607.0,5.17,5.21,3.16
0.58,Ideal,D,,60.9,56.0,1607.0,5.4,5.44,3.3
0.59,Ideal,,SI1,62.0,57.0,,5.36,5.39,3.33
0.54,,D,,,,1607.0,5.18,5.23,3.23
0.53,Premium,H,,60.5,57.0,1607.0,5.34,5.27,
0.53,Premium,I,,63.0,56.0,1607.0,5.19,5.13,3.25
0.53,Ideal,H,VS1,61.7,,1607.0,5.22,5.18,
0.53,,H,VS1,62.1,56.0,,,5.19,3.23
,Ideal,H,VS1,61.2,56.0,,5.26,5.21,3.2
0.53,Very Good,H,VS1,63.4,,,5.16,,3.26
0.53,Premium,,VS1,,58.0,1607.0,,5.13,3.21
0.53,Ideal,,VS1,61.3,57.0,1607.0,,5.18,3.19
0.53,,G,VS2,62.5,,1607.0,5.2,5.17,
,Ideal,G,VS2,62.5,55.0,1607.0,5.2,5.17,
0.53,Premium,G,VS2,61.2,57.0,1607.0,5.26,5.19,3.2
0.53,Ideal,,VS2,60.4,57.0,,5.27,5.23,
0.53,Premium,G,,62.4,59.0,1607.0,,5.13,3.21
0.53,Premium,,,62.5,56.0,,,5.18,3.24
0.53,,G,VS2,61.8,56.0,1607.0,,5.18,3.21
0.53,Premium,G,,62.0,58.0,1607.0,5.21,5.18,3.22
0.53,Premium,G,,62.6,58.0,,5.18,5.11,3.22
,Premium,E,SI1,61.9,56.0,,,5.19,3.22
0.53,Ideal,E,SI1,,56.0,1607.0,5.23,,3.21
0.53,Ideal,,,60.6,57.0,1607.0,5.27,5.23,
0.53,Ideal,E,SI1,,55.0,1607.0,,,3.22
0.53,Ideal,E,,61.8,56.0,1607.0,5.21,5.17,3.21
0.53,Ideal,,SI1,62.0,56.0,1607.0,5.19,5.17,3.21
0.53,Premium,E,SI1,60.0,60.0,1607.0,5.27,,3.21
0.53,Ideal,G,VS2,61.6,56.0,1607.0,,,3.21
0.53,Premium,G,,60.7,,1607.0,5.24,5.18,3.16
,Ideal,G,VS2,60.1,,1607.0,5.31,,3.19
0.5,,H,VVS2,60.3,,,,5.21,
0.5,Ideal,H,,,55.0,1608.0,5.16,,3.13
,Ideal,G,VS2,61.8,56.0,1608.0,5.3,5.35,3.29
,Very Good,,VS2,,55.0,1608.0,5.26,5.31,
,Ideal,E,SI1,,56.0,1608.0,5.32,5.35,3.3
0.57,,G,,,57.0,,,5.32,
0.57,Ideal,E,,,56.0,1608.0,,5.33,3.3
0.57,,G,VS2,62.1,57.0,1608.0,5.27,5.3,3.28
0.57,Ideal,,VS2,61.6,57.0,1608.0,5.32,5.36,
0.57,Premium,G,,59.7,59.0,,,5.41,3.22
0.56,Ideal,E,,,56.0,,5.26,5.3,
0.56,Ideal,D,SI1,,,1608.0,5.24,5.28,
0.56,,F,,62.3,55.0,1608.0,5.28,,3.3
,,,SI1,61.4,58.0,1608.0,5.28,5.34,3.26
,Premium,,,62.1,,1608.0,5.25,,3.28
,Ideal,I,VVS1,,56.0,1608.0,,,
0.57,Very Good,E,SI1,60.3,57.0,1608.0,,5.4,3.24
0.57,Ideal,E,SI1,61.8,,,5.28,5.33,
0.57,Very Good,G,VS2,62.8,57.0,,5.23,5.28,3.3
,Very Good,,VS2,60.3,,,5.41,,3.27
,,E,VVS1,61.1,56.0,1608.0,4.8,4.82,
,Ideal,,VS2,62.1,,1608.0,5.13,5.15,3.19
0.54,Ideal,E,VS2,,55.0,1609.0,,5.2,3.22
0.24,Very Good,D,VVS2,58.8,58.0,521.0,4.05,4.08,2.39
,Very Good,E,VVS1,60.6,59.0,521.0,4.0,4.02,2.43
0.33,Good,H,VS2,,55.0,521.0,,4.44,
0.33,Premium,H,VS2,,,521.0,,4.52,2.72
0.28,Very Good,,VVS2,62.7,54.0,522.0,4.16,4.19,2.61
0.28,Very Good,H,VVS2,62.0,55.0,522.0,4.21,,2.62
0.28,Very Good,G,VVS2,,55.0,522.0,4.21,,2.59
0.28,Very Good,,VVS2,62.3,,522.0,4.16,4.19,2.6
0.28,Very Good,G,VVS2,61.1,56.0,,4.25,4.27,2.6
,,G,VVS2,62.5,53.0,522.0,4.18,4.21,2.62
,,,,62.0,,,4.21,4.24,2.62
0.28,Ideal,G,VVS1,62.7,55.0,,,4.2,2.62
0.35,,G,SI1,63.8,54.0,522.0,4.46,4.48,2.85
0.35,Ideal,G,SI1,61.3,56.0,522.0,4.54,4.56,
0.29,,G,VVS1,62.0,58.0,522.0,4.19,4.23,2.61
0.35,Good,D,SI2,63.3,55.0,522.0,4.45,,2.83
,Premium,,,60.3,60.0,522.0,4.57,4.59,
0.35,,D,SI2,,56.0,522.0,,,
0.35,,,SI2,,,,4.53,4.57,2.81
0.35,Premium,D,SI2,,,522.0,4.51,4.57,
,Premium,D,SI2,62.3,58.0,522.0,4.48,4.54,2.81
0.35,Good,G,SI1,63.4,56.0,522.0,4.46,4.5,2.84
0.35,,D,SI2,62.4,55.0,,,4.54,
,Ideal,,VVS2,61.5,56.0,523.0,4.02,4.05,
0.36,Ideal,I,VS2,61.8,,523.0,4.58,4.61,
,Ideal,,VS2,61.6,55.0,523.0,4.6,4.65,
0.36,Ideal,I,VS2,,55.0,523.0,4.6,4.63,2.85
0.32,Ideal,H,VS2,61.5,55.0,523.0,4.41,4.44,2.72
0.32,Ideal,,VS2,61.3,,523.0,4.42,4.45,2.72
0.32,Ideal,H,VS2,62.0,54.0,,4.41,,2.74
0.55,Very Good,F,,62.6,57.0,,5.19,5.23,3.26
0.7,Very Good,,SI2,,56.0,1609.0,,5.63,3.56
0.49,Ideal,E,,,,1609.0,5.11,,3.14
0.66,Ideal,H,SI1,62.4,58.0,1609.0,5.53,5.56,
0.55,,E,SI1,62.5,56.0,1609.0,5.21,5.25,3.27
0.55,,E,SI1,61.8,,1609.0,,5.28,3.25
0.71,Ideal,J,SI1,,,,5.7,5.65,3.55
0.71,Premium,J,,60.7,,1609.0,5.75,,3.48
0.72,,F,SI2,63.8,59.0,,5.64,,
,Very Good,F,,60.5,55.0,,,5.29,3.19
0.53,Ideal,,VS2,60.2,55.0,1610.0,5.26,5.3,3.18
0.5,Premium,,,,58.0,1610.0,,5.07,
0.5,Premium,D,,,59.0,1610.0,5.08,5.04,3.09
,,D,SI1,62.8,,1610.0,5.06,5.03,3.17
0.5,Ideal,D,SI1,,57.0,1610.0,5.08,5.03,3.14
0.73,Good,,SI2,63.7,57.0,1610.0,,,3.63
,Premium,G,SI2,,,,,5.67,
0.51,Ideal,H,VVS2,60.1,57.0,1611.0,5.19,5.22,3.12
0.55,Ideal,D,SI1,61.3,56.0,,5.28,5.33,3.25
0.53,Very Good,E,VS2,60.1,60.0,1612.0,5.21,,3.15
0.5,,,,61.5,57.0,1612.0,,,
0.51,Very Good,E,,,56.0,,5.15,5.18,3.17
0.51,,E,,62.8,,,5.11,5.14,3.22
0.57,Ideal,F,VS2,,,1612.0,5.35,5.39,3.29
0.56,Ideal,H,SI1,,56.0,1612.0,,,3.27
0.65,Premium,,SI1,61.9,58.0,1612.0,,5.51,3.42
,Ideal,G,VS2,60.7,55.0,1613.0,5.41,5.39,3.28
0.54,Ideal,E,VS2,61.3,55.0,,,,3.22
0.6,Ideal,E,SI1,60.6,57.0,1613.0,5.43,5.47,3.3
,Good,E,VVS1,,56.0,1613.0,,4.89,3.18
0.5,Good,F,,61.4,61.0,1613.0,,5.04,3.09
0.5,Good,F,VS1,61.5,61.0,1613.0,5.01,,
0.57,,G,,64.1,55.0,,5.28,5.27,
0.57,Premium,H,VS1,61.7,,1613.0,5.33,5.3,3.28
0.57,,E,SI1,59.4,58.0,1613.0,,5.38,3.21
,Ideal,,SI1,,56.0,,5.33,5.3,3.29
0.57,Ideal,,SI1,61.2,,1613.0,5.37,,3.27
0.57,,E,SI1,62.2,57.0,1613.0,5.33,,3.31
